"s","a","r","sp"
15868,0,-1,57340
57340,0,-1,21052
21052,0,-1,21052
21052,1,-10000,640
640,0,-1,73216
73216,0,-1,73216
73216,0,-1,73216
73216,0,-1,21458
21458,0,-1,16273
16273,0,-1,21457
21457,0,-1,16273
16273,0,-1,21457
21457,0,-1,16273
16273,0,-1,21457
21457,0,-1,21457
21457,0,-1,21457
21457,0,-1,16273
16273,0,-1,16273
16273,0,-1,16273
16273,0,-1,21457
21457,0,-1,31825
31825,0,-1,31825
31825,0,-1,31825
31825,0,-1,37009
37009,0,-1,35713
35713,0,-1,35713
35713,0,-1,35713
35713,0,-1,136721
136721,0,-1,100433
100433,0,-1,136721
136721,0,-1,292241
292241,0,-1,292241
292241,0,-1,219665
219665,0,-1,292241
292241,0,-1,255944
255944,0,-1,292232
292232,0,-1,255944
255944,0,-1,255935
255935,0,-1,255935
255935,0,-1,255934
255934,0,-1,255925
255925,0,-1,255925
255925,0,-1,214453
214453,0,-1,255916
255916,0,-1,255916
255916,0,-1,255916
255916,0,-1,214444
214444,0,-1,255916
255916,0,-1,255916
255916,0,-1,255907
255907,0,-1,255907
255907,0,-1,255907
255907,0,-1,255907
255907,0,-1,255898
255898,0,-1,255898
255898,0,-1,255898
255898,1,-10000,803
5987,0,-1,99299
99299,0,-1,99299
99299,0,-1,99299
99299,0,-1,94115
94115,0,-1,57827
57827,0,-1,57827
57827,0,-1,21539
21539,0,-1,16355
16355,0,-1,16355
16355,0,-1,21539
21539,0,-1,16355
16355,0,-1,21539
21539,0,-1,16355
16355,0,-1,21539
21539,0,-1,16354
16354,0,-1,21538
21538,0,-1,21538
21538,0,-1,16354
16354,0,-1,16354
16354,0,-1,16354
16354,0,-1,16354
16354,0,-1,21538
21538,0,-1,16354
16354,0,-1,21538
21538,0,-1,21538
21538,0,-1,21538
21538,0,-1,98004
98004,0,-1,103188
103188,0,-1,103187
103187,0,-1,103187
103187,0,-1,103187
103187,0,-1,103187
103187,0,-1,103187
103187,0,-1,98003
98003,0,-1,61715
61715,0,-1,61715
61715,0,-1,20243
20243,0,-1,25427
25427,0,-1,25427
25427,0,-1,20243
20243,0,-1,25427
25427,0,-1,20243
20243,0,-1,25427
25427,0,-1,25427
25427,0,-1,20242
20242,0,-1,25426
25426,0,-1,20242
20242,0,-1,25426
25426,0,-1,30610
30610,0,-1,20242
20242,0,-1,20242
20242,1,0,482
26402,0,-1,104324
104324,0,-1,93956
93956,0,-1,135428
135428,0,-1,99140
99140,0,-1,93956
93956,0,-1,99140
99140,0,-1,99140
99140,0,-1,57667
57667,0,-1,57667
57667,0,-1,135427
135427,0,-1,135427
135427,0,-1,99139
99139,0,-1,140611
140611,0,-1,140611
140611,0,-1,140611
140611,0,-1,135427
135427,0,-1,140611
140611,0,-1,140611
140611,0,-1,99139
99139,0,-1,140611
140611,0,-1,99139
99139,0,-1,140611
140611,0,-1,104322
104322,0,-1,176898
176898,0,-1,93954
93954,0,-1,140610
140610,0,-1,99138
99138,0,-1,99138
99138,0,-1,99138
99138,0,-1,99138
99138,0,-1,140610
140610,0,-1,176898
176898,0,-1,140610
140610,0,-1,140610
140610,0,-1,140610
140610,0,-1,176898
176898,0,-1,99138
99138,0,-1,135426
135426,0,-1,140609
140609,0,-1,135425
135425,0,-1,176897
176897,0,-1,93953
93953,0,-1,140609
140609,0,-1,176897
176897,0,-1,176897
176897,0,-1,135425
135425,0,-1,62849
62849,0,-1,16193
16193,0,-1,57665
57665,1,-202,640
640,0,-1,21376
21376,0,-1,21376
21376,0,-1,21376
21376,0,-1,16192
16192,0,-1,21376
21376,0,-1,57664
57664,0,-1,73216
73216,0,-1,36928
36928,0,-1,36928
36928,0,-1,36928
36928,0,-1,41464
41464,0,-1,41464
41464,0,-1,77752
77752,0,-1,22025
22025,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,16840
16840,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,63496
63496,0,-1,22024
22024,0,-1,58312
58312,0,-1,94764
94764,0,-1,99948
99948,0,-1,94763
94763,0,-1,94763
94763,0,-1,94763
94763,0,-1,53291
53291,0,-1,99947
99947,0,-1,99947
99947,0,-1,53291
53291,0,-1,99947
99947,0,-1,17003
17003,0,-1,17003
17003,0,-1,17003
17003,0,-1,17003
17003,0,-1,22187
22187,0,-1,17003
17003,0,-1,17003
17003,0,-1,22187
22187,0,-1,22186
22186,0,-1,17002
17002,0,-1,22186
22186,0,-1,22186
22186,0,-1,17002
17002,0,-1,22186
22186,0,-1,17002
17002,1,0,1939
1939,0,-1,178195
178195,0,-1,100435
100435,0,-1,178194
178194,0,-1,141906
141906,0,-1,100434
100434,0,-1,100434
100434,0,-1,141906
141906,0,-1,141906
141906,0,-1,100434
100434,0,-1,100434
100434,0,-1,141906
141906,0,-1,141906
141906,0,-1,141906
141906,0,-1,141906
141906,0,-1,136722
136722,0,-1,136722
136722,0,-1,136722
136722,0,-1,141906
141906,0,-1,136721
136721,0,-1,136721
136721,0,-1,178193
178193,0,-1,136721
136721,0,-1,178193
178193,0,-1,136721
136721,0,-1,136721
136721,0,-1,100433
100433,0,-1,100433
100433,0,-1,58961
58961,0,-1,17489
17489,0,-1,22673
22673,0,-1,17489
17489,0,-1,22673
22673,0,-1,17489
17489,0,-1,22673
22673,0,-1,58960
58960,0,-1,22672
22672,0,-1,17488
17488,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,17488
17488,0,-1,22672
22672,0,-1,64144
64144,0,-1,22672
22672,0,-1,58960
58960,1,0,5178
5178,0,-1,103674
103674,0,-1,103674
103674,0,-1,145146
145146,0,-1,139962
139962,0,-1,145146
145146,0,-1,139962
139962,0,-1,145146
145146,0,-1,145146
145146,0,-1,145145
145145,0,-1,139961
139961,0,-1,103673
103673,0,-1,181433
181433,0,-1,181433
181433,0,-1,181433
181433,0,-1,98489
98489,0,-1,181433
181433,0,-1,62201
62201,0,-1,62201
62201,0,-1,25913
25913,0,-1,25913
25913,0,-1,25913
25913,0,-1,20729
20729,0,-1,20729
20729,0,-1,25913
25913,0,-1,25912
25912,0,-1,25912
25912,0,-1,20728
20728,0,-1,25912
25912,0,-1,20728
20728,0,-1,25912
25912,0,-1,67384
67384,0,-1,67384
67384,0,-1,62200
62200,0,-1,25912
25912,0,-1,62200
62200,0,-1,31096
31096,0,-1,77752
77752,0,-1,41464
41464,0,-1,41464
41464,0,-1,41464
41464,0,-1,77752
77752,0,-1,77752
77752,0,-1,77752
77752,1,-124,643
643,0,-1,104323
104323,0,-1,140611
140611,0,-1,99138
99138,0,-1,140610
140610,0,-1,140610
140610,0,-1,140610
140610,0,-1,135426
135426,0,-1,99138
99138,0,-1,99138
99138,0,-1,140610
140610,0,-1,99138
99138,0,-1,99138
99138,0,-1,140610
140610,0,-1,135426
135426,0,-1,140610
140610,0,-1,135426
135426,0,-1,135426
135426,0,-1,135426
135426,0,-1,140609
140609,0,-1,99137
99137,0,-1,140609
140609,0,-1,176897
176897,0,-1,176897
176897,0,-1,176897
176897,0,-1,99137
99137,0,-1,140609
140609,0,-1,218369
218369,0,-1,254657
254657,0,-1,254657
254657,0,-1,290936
290936,0,-1,254648
254648,0,-1,254648
254648,0,-1,254648
254648,0,-1,254639
254639,0,-1,254639
254639,0,-1,254638
254638,0,-1,254629
254629,0,-1,254629
254629,0,-1,254629
254629,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,1,-61,73
73,0,-1,15625
15625,0,-1,25993
25993,0,-1,20809
20809,0,-1,20809
20809,0,-1,15625
15625,0,-1,20809
20809,0,-1,25993
25993,0,-1,25993
25993,0,-1,20809
20809,0,-1,20809
20809,0,-1,20809
20809,0,-1,22754
22754,0,-1,22754
22754,0,-1,22754
22754,0,-1,22754
22754,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,64792
64792,0,-1,18136
18136,0,-1,23320
23320,0,-1,23320
23320,0,-1,28504
28504,0,-1,75160
75160,0,-1,75160
75160,0,-1,75160
75160,0,-1,75160
75160,0,-1,39520
39520,0,-1,75808
75808,0,-1,75808
75808,0,-1,100354
100354,0,-1,100354
100354,0,-1,64066
64066,0,-1,100354
100354,0,-1,100354
100354,0,-1,100354
100354,0,-1,105538
105538,0,-1,100354
100354,0,-1,100353
100353,0,-1,100353
100353,0,-1,100353
100353,0,-1,105537
105537,0,-1,100353
100353,0,-1,105537
105537,1,0,643
643,0,-1,140611
140611,0,-1,135427
135427,0,-1,140611
140611,0,-1,140611
140611,0,-1,57667
57667,0,-1,93955
93955,0,-1,140611
140611,0,-1,93955
93955,0,-1,99139
99139,0,-1,93955
93955,0,-1,52483
52483,0,-1,140611
140611,0,-1,104322
104322,0,-1,176898
176898,0,-1,140610
140610,0,-1,140610
140610,0,-1,140610
140610,0,-1,99138
99138,0,-1,176898
176898,0,-1,99138
99138,0,-1,99138
99138,0,-1,99138
99138,0,-1,140610
140610,0,-1,135426
135426,0,-1,140610
140610,0,-1,135426
135426,0,-1,176898
176898,0,-1,99138
99138,0,-1,140609
140609,0,-1,176897
176897,0,-1,135425
135425,0,-1,176897
176897,0,-1,135425
135425,0,-1,93953
93953,0,-1,176897
176897,0,-1,135425
135425,0,-1,57665
57665,0,-1,57665
57665,0,-1,21377
21377,0,-1,16193
16193,0,-1,21377
21377,0,-1,16193
16193,0,-1,21377
21377,0,-1,21377
21377,0,-1,21376
21376,0,-1,21376
21376,0,-1,21376
21376,1,-1,586
586,0,-1,254602
254602,0,-1,254602
254602,0,-1,254593
254593,0,-1,254593
254593,0,-1,254593
254593,0,-1,254593
254593,0,-1,254593
254593,0,-1,254584
254584,0,-1,249400
249400,0,-1,254584
254584,0,-1,290872
290872,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,290872
290872,0,-1,290881
290881,0,-1,145729
145729,0,-1,73153
73153,0,-1,73162
73162,0,-1,77698
77698,0,-1,21340
21340,0,-1,21340
21340,0,-1,21340
21340,0,-1,57628
57628,0,-1,16165
16165,0,-1,10981
10981,0,-1,16165
16165,0,-1,16165
16165,0,-1,10990
10990,0,-1,16174
16174,0,-1,16174
16174,0,-1,10990
10990,0,-1,16174
16174,0,-1,10999
10999,0,-1,10999
10999,0,-1,254081
254081,0,-1,254072
254072,0,-1,290360
290360,0,-1,254072
254072,0,-1,254143
254143,0,-1,290431
290431,0,-1,290431
290431,0,-1,248950
248950,0,-1,290422
290422,0,-1,248950
248950,0,-1,248950
248950,0,-1,248950
248950,0,-1,248950
248950,0,-1,254134
254134,0,-1,254125
254125,0,-1,290413
290413,1,-127,3881
3881,0,-1,180137
180137,0,-1,180137
180137,0,-1,138665
138665,0,-1,143849
143849,0,-1,180137
180137,0,-1,102377
102377,0,-1,294185
294185,0,-1,185321
185321,0,-1,257897
257897,0,-1,294185
294185,0,-1,294176
294176,0,-1,257888
257888,0,-1,257888
257888,0,-1,257879
257879,0,-1,257879
257879,0,-1,257878
257878,0,-1,257869
257869,0,-1,257869
257869,0,-1,257869
257869,0,-1,257860
257860,0,-1,257860
257860,0,-1,257860
257860,0,-1,257860
257860,0,-1,257860
257860,0,-1,257860
257860,0,-1,257203
257203,0,-1,257203
257203,0,-1,257203
257203,0,-1,257203
257203,0,-1,257194
257194,0,-1,257194
257194,0,-1,257194
257194,0,-1,257194
257194,0,-1,257185
257185,0,-1,257185
257185,0,-1,252001
252001,0,-1,257185
257185,0,-1,293464
293464,0,-1,257176
257176,0,-1,259120
259120,0,-1,259120
259120,0,-1,259120
259120,0,-1,259120
259120,0,-1,259120
259120,0,-1,257176
257176,0,-1,293464
293464,0,-1,293473
293473,0,-1,184609
184609,0,-1,75745
75745,1,-1,640
640,0,-1,21376
21376,0,-1,21376
21376,0,-1,57664
57664,0,-1,21376
21376,0,-1,26560
26560,0,-1,57664
57664,0,-1,73216
73216,0,-1,36928
36928,0,-1,36928
36928,0,-1,36928
36928,0,-1,41464
41464,0,-1,77752
77752,0,-1,77752
77752,0,-1,254629
254629,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254611
254611,0,-1,254611
254611,0,-1,254611
254611,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254593
254593,0,-1,254593
254593,0,-1,254593
254593,0,-1,254593
254593,0,-1,290872
290872,0,-1,290872
290872,0,-1,254584
254584,0,-1,254584
254584,0,-1,290872
290872,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,249400
249400,0,-1,290872
290872,0,-1,290881
290881,0,-1,218305
218305,0,-1,109441
109441,0,-1,109441
109441,0,-1,150274
150274,0,-1,21322
21322,1,-1,1234
1234,0,-1,255250
255250,0,-1,255250
255250,0,-1,255250
255250,0,-1,255241
255241,0,-1,250057
250057,0,-1,255241
255241,0,-1,291529
291529,0,-1,255232
255232,0,-1,255232
255232,0,-1,291520
291520,0,-1,255232
255232,0,-1,255232
255232,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,290881
290881,0,-1,290881
290881,0,-1,109441
109441,0,-1,73153
73153,0,-1,73162
73162,0,-1,109450
109450,0,-1,136865
136865,0,-1,178256
178256,0,-1,178256
178256,0,-1,219728
219728,0,-1,136784
136784,0,-1,256016
256016,0,-1,250822
250822,0,-1,292294
292294,0,-1,292294
292294,0,-1,250813
250813,0,-1,250813
250813,0,-1,292285
292285,0,-1,250813
250813,0,-1,250813
250813,0,-1,250813
250813,0,-1,250813
250813,0,-1,255988
255988,0,-1,255988
255988,0,-1,255988
255988,0,-1,255988
255988,0,-1,255979
255979,0,-1,292267
292267,0,-1,255979
255979,0,-1,256051
256051,0,-1,256051
256051,0,-1,256051
256051,0,-1,256051
256051,0,-1,256042
256042,0,-1,256042
256042,0,-1,256042
256042,0,-1,255394
255394,1,-4,641
641,0,-1,21377
21377,0,-1,16193
16193,0,-1,21377
21377,0,-1,16193
16193,0,-1,21376
21376,0,-1,21376
21376,0,-1,57664
57664,0,-1,62848
62848,0,-1,57664
57664,0,-1,62848
62848,0,-1,21376
21376,0,-1,21376
21376,0,-1,21376
21376,0,-1,57664
57664,0,-1,26560
26560,0,-1,57664
57664,0,-1,21458
21458,0,-1,21458
21458,0,-1,21458
21458,0,-1,26641
26641,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,58312
58312,0,-1,22024
22024,0,-1,22024
22024,0,-1,73864
73864,0,-1,73864
73864,0,-1,37576
37576,0,-1,37576
37576,0,-1,41464
41464,0,-1,77752
77752,0,-1,77752
77752,0,-1,139313
139313,0,-1,180785
180785,0,-1,139313
139313,0,-1,180785
180785,0,-1,180785
180785,0,-1,180785
180785,1,-6,644
644,0,-1,99140
99140,0,-1,140612
140612,0,-1,62852
62852,0,-1,99140
99140,0,-1,135428
135428,0,-1,99140
99140,0,-1,99140
99140,0,-1,135427
135427,0,-1,99139
99139,0,-1,140611
140611,0,-1,140611
140611,0,-1,99139
99139,0,-1,99139
99139,0,-1,135427
135427,0,-1,140611
140611,0,-1,135427
135427,0,-1,140611
140611,0,-1,99139
99139,0,-1,135427
135427,0,-1,57667
57667,0,-1,135427
135427,0,-1,99139
99139,0,-1,104322
104322,0,-1,135426
135426,0,-1,140610
140610,0,-1,140610
140610,0,-1,140610
140610,0,-1,99138
99138,0,-1,99138
99138,0,-1,176898
176898,0,-1,140610
140610,0,-1,140610
140610,0,-1,140610
140610,0,-1,140610
140610,0,-1,135426
135426,0,-1,135426
135426,0,-1,140610
140610,0,-1,140610
140610,0,-1,135425
135425,0,-1,135425
135425,0,-1,135425
135425,0,-1,176897
176897,0,-1,176897
176897,0,-1,176897
176897,0,-1,140609
140609,0,-1,99137
99137,0,-1,57665
57665,0,-1,16193
16193,0,-1,57665
57665,0,-1,21377
21377,1,-291,1938
1938,0,-1,141906
141906,0,-1,100434
100434,0,-1,100434
100434,0,-1,178194
178194,0,-1,141906
141906,0,-1,141906
141906,0,-1,141906
141906,0,-1,136722
136722,0,-1,141905
141905,0,-1,105617
105617,0,-1,100433
100433,0,-1,178193
178193,0,-1,178193
178193,0,-1,136721
136721,0,-1,95249
95249,0,-1,100433
100433,0,-1,58961
58961,0,-1,17489
17489,0,-1,136721
136721,0,-1,22673
22673,0,-1,17489
17489,0,-1,17489
17489,0,-1,22673
22673,0,-1,22673
22673,0,-1,58960
58960,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,17488
17488,0,-1,22672
22672,0,-1,58960
58960,0,-1,69328
69328,0,-1,58960
58960,0,-1,22672
22672,0,-1,136399
136399,0,-1,136399
136399,0,-1,136399
136399,0,-1,100111
100111,0,-1,100435
100435,0,-1,105619
105619,0,-1,141906
141906,0,-1,136722
136722,0,-1,105618
105618,0,-1,141906
141906,0,-1,136722
136722,0,-1,178194
178194,1,-8,1288
1288,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,58312
58312,0,-1,58312
58312,0,-1,95412
95412,0,-1,95412
95412,0,-1,95411
95411,0,-1,95411
95411,0,-1,101081
101081,0,-1,142553
142553,0,-1,137369
137369,0,-1,137369
137369,0,-1,178841
178841,0,-1,137369
137369,0,-1,64793
64793,0,-1,64793
64793,0,-1,95897
95897,0,-1,23321
23321,0,-1,23321
23321,0,-1,59609
59609,0,-1,23321
23321,0,-1,23321
23321,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,23320
23320,0,-1,64792
64792,0,-1,69976
69976,0,-1,18136
18136,0,-1,75160
75160,0,-1,38872
38872,0,-1,75160
75160,0,-1,38872
38872,0,-1,41464
41464,0,-1,77752
77752,0,-1,77752
77752,0,-1,141908
141908,0,-1,100436
100436,0,-1,100436
100436,0,-1,100436
100436,0,-1,95251
95251,0,-1,136723
136723,0,-1,100435
100435,1,0,1288
1288,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,58312
58312,0,-1,73864
73864,0,-1,37576
37576,0,-1,37576
37576,0,-1,37576
37576,0,-1,37576
37576,0,-1,73864
73864,0,-1,73864
73864,0,-1,57179
57179,0,-1,51995
51995,0,-1,57179
57179,0,-1,15707
15707,0,-1,15707
15707,0,-1,15707
15707,0,-1,15707
15707,0,-1,20891
20891,0,-1,15707
15707,0,-1,15707
15707,0,-1,20891
20891,0,-1,15706
15706,0,-1,20890
20890,0,-1,15706
15706,0,-1,20890
20890,0,-1,20890
20890,0,-1,20890
20890,0,-1,15706
15706,0,-1,20890
20890,0,-1,15706
15706,0,-1,20890
20890,0,-1,15706
15706,0,-1,20890
20890,0,-1,31258
31258,0,-1,31258
31258,0,-1,31258
31258,0,-1,31258
31258,0,-1,31258
31258,0,-1,31258
31258,0,-1,31258
31258,0,-1,20810
20810,0,-1,15625
15625,0,-1,20809
20809,0,-1,15625
15625,0,-1,20809
20809,0,-1,10441
10441,0,-1,20809
20809,1,-149,1289
1289,0,-1,22025
22025,0,-1,58313
58313,0,-1,22025
22025,0,-1,16841
16841,0,-1,22024
22024,0,-1,22024
22024,0,-1,16840
16840,0,-1,22024
22024,0,-1,22024
22024,0,-1,16840
16840,0,-1,22024
22024,0,-1,22024
22024,0,-1,16840
16840,0,-1,22024
22024,0,-1,58312
58312,0,-1,27208
27208,0,-1,73864
73864,0,-1,37576
37576,0,-1,37576
37576,0,-1,37576
37576,0,-1,37576
37576,0,-1,73864
73864,0,-1,73864
73864,0,-1,100595
100595,0,-1,100595
100595,0,-1,59123
59123,0,-1,59123
59123,0,-1,17651
17651,0,-1,17651
17651,0,-1,22835
22835,0,-1,17651
17651,0,-1,17651
17651,0,-1,17651
17651,0,-1,17651
17651,0,-1,22834
22834,0,-1,28018
28018,0,-1,17650
17650,0,-1,17650
17650,0,-1,17650
17650,0,-1,17650
17650,0,-1,17650
17650,0,-1,22834
22834,0,-1,22834
22834,0,-1,22834
22834,1,0,643
643,0,-1,52483
52483,0,-1,140611
140611,0,-1,99139
99139,0,-1,140611
140611,0,-1,93955
93955,0,-1,140611
140611,0,-1,140611
140611,0,-1,140611
140611,0,-1,52483
52483,0,-1,176899
176899,0,-1,140611
140611,0,-1,140611
140611,0,-1,135426
135426,0,-1,140610
140610,0,-1,99138
99138,0,-1,99138
99138,0,-1,99138
99138,0,-1,140610
140610,0,-1,140610
140610,0,-1,99138
99138,0,-1,135426
135426,0,-1,99138
99138,0,-1,176898
176898,0,-1,176898
176898,0,-1,135426
135426,0,-1,140610
140610,0,-1,135426
135426,0,-1,140610
140610,0,-1,135425
135425,0,-1,99137
99137,0,-1,140609
140609,0,-1,135425
135425,0,-1,176897
176897,0,-1,135425
135425,0,-1,135425
135425,0,-1,99137
99137,0,-1,254657
254657,0,-1,290945
290945,0,-1,290945
290945,0,-1,290945
290945,0,-1,290936
290936,0,-1,249464
249464,0,-1,254639
254639,0,-1,254639
254639,0,-1,254639
254639,0,-1,254638
254638,0,-1,218341
218341,0,-1,254629
254629,0,-1,254629
254629,0,-1,254620
254620,1,-24,1288
1288,0,-1,22024
22024,0,-1,16840
16840,0,-1,63496
63496,0,-1,22024
22024,0,-1,22024
22024,0,-1,58312
58312,0,-1,94116
94116,0,-1,99300
99300,0,-1,94115
94115,0,-1,99299
99299,0,-1,136073
136073,0,-1,177545
177545,0,-1,177545
177545,0,-1,136073
136073,0,-1,136073
136073,0,-1,136073
136073,0,-1,58313
58313,0,-1,22025
22025,0,-1,22025
22025,0,-1,22025
22025,0,-1,16841
16841,0,-1,22025
22025,0,-1,136073
136073,0,-1,22025
22025,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,16840
16840,0,-1,22024
22024,0,-1,22024
22024,0,-1,22024
22024,0,-1,63496
63496,0,-1,22024
22024,0,-1,58312
58312,0,-1,73864
73864,0,-1,73864
73864,0,-1,37576
37576,0,-1,37576
37576,0,-1,38872
38872,0,-1,75160
75160,0,-1,75160
75160,0,-1,100838
100838,0,-1,100838
100838,0,-1,100838
100838,0,-1,59366
59366,1,0,643
643,0,-1,140611
140611,0,-1,135427
135427,0,-1,140611
140611,0,-1,140611
140611,0,-1,140611
140611,0,-1,140611
140611,0,-1,99139
99139,0,-1,140611
140611,0,-1,99139
99139,0,-1,135427
135427,0,-1,140611
140611,0,-1,140611
140611,0,-1,104322
104322,0,-1,140610
140610,0,-1,99138
99138,0,-1,140610
140610,0,-1,99138
99138,0,-1,99138
99138,0,-1,99138
99138,0,-1,218370
218370,0,-1,176898
176898,0,-1,140610
140610,0,-1,99138
99138,0,-1,135426
135426,0,-1,140610
140610,0,-1,135426
135426,0,-1,135426
135426,0,-1,99138
99138,0,-1,140609
140609,0,-1,135425
135425,0,-1,135425
135425,0,-1,140609
140609,0,-1,135425
135425,0,-1,176897
176897,0,-1,93953
93953,0,-1,176897
176897,0,-1,57665
57665,0,-1,62849
62849,0,-1,21377
21377,0,-1,57665
57665,0,-1,21377
21377,0,-1,21377
21377,0,-1,57665
57665,0,-1,21377
21377,0,-1,21376
21376,0,-1,21376
21376,0,-1,16192
16192,0,-1,21376
21376,0,-1,62848
62848,1,-10000,604
604,0,-1,254620
254620,0,-1,213148
213148,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254611
254611,0,-1,254611
254611,0,-1,254611
254611,0,-1,254611
254611,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254593
254593,0,-1,249409
249409,0,-1,254593
254593,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,290872
290872,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,290872
290872,0,-1,290881
290881,0,-1,145729
145729,0,-1,73153
73153,0,-1,73162
73162,0,-1,73162
73162,0,-1,254035
254035,0,-1,254035
254035,0,-1,290332
290332,0,-1,290332
290332,0,-1,254044
254044,0,-1,290332
290332,0,-1,254035
254035,0,-1,254035
254035,0,-1,254035
254035,0,-1,254035
254035,0,-1,254026
254026,0,-1,254026
254026,0,-1,290314
290314,0,-1,248842
248842,0,-1,254017
254017,0,-1,254017
254017,1,-2,1939
1939,0,-1,178195
178195,0,-1,100435
100435,0,-1,105618
105618,0,-1,178194
178194,0,-1,105618
105618,0,-1,105618
105618,0,-1,136722
136722,0,-1,141906
141906,0,-1,219666
219666,0,-1,100434
100434,0,-1,141906
141906,0,-1,141906
141906,0,-1,178194
178194,0,-1,136722
136722,0,-1,141906
141906,0,-1,136722
136722,0,-1,141906
141906,0,-1,141906
141906,0,-1,100433
100433,0,-1,136721
136721,0,-1,100433
100433,0,-1,178193
178193,0,-1,178193
178193,0,-1,136721
136721,0,-1,95249
95249,0,-1,100433
100433,0,-1,58961
58961,0,-1,17489
17489,0,-1,136721
136721,0,-1,22673
22673,0,-1,17489
17489,0,-1,17489
17489,0,-1,22673
22673,0,-1,22673
22673,0,-1,58960
58960,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,22672
22672,0,-1,74512
74512,1,0,604
604,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254620
254620,0,-1,254611
254611,0,-1,254611
254611,0,-1,254611
254611,0,-1,254611
254611,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254593
254593,0,-1,254593
254593,0,-1,254593
254593,0,-1,290881
290881,0,-1,254584
254584,0,-1,249400
249400,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,254584
254584,0,-1,290881
290881,0,-1,290881
290881,0,-1,145729
145729,0,-1,73153
73153,0,-1,73162
73162,0,-1,73162
73162,0,-1,213220
213220,0,-1,254692
254692,0,-1,254692
254692,0,-1,290980
290980,0,-1,290980
290980,0,-1,290980
290980,0,-1,254692
254692,0,-1,213220
213220,0,-1,254683
254683,0,-1,254683
254683,0,-1,254683
254683,0,-1,254683
254683,1,-10000,1290
1290,0,-1,99786
99786,0,-1,219018
219018,0,-1,141258
141258,0,-1,136074
136074,0,-1,141258
141258,0,-1,177546
177546,0,-1,99786
99786,0,-1,141258
141258,0,-1,136073
136073,0,-1,141257
141257,0,-1,136073
136073,0,-1,177545
177545,0,-1,177545
177545,0,-1,136073
136073,0,-1,177545
177545,0,-1,99785
99785,0,-1,291593
291593,0,-1,255305
255305,0,-1,255305
255305,0,-1,291593
291593,0,-1,255296
255296,0,-1,250112
250112,0,-1,219008
219008,0,-1,255287
255287,0,-1,255287
255287,0,-1,255286
255286,0,-1,255277
255277,0,-1,213805
213805,0,-1,255277
255277,0,-1,255268
255268,0,-1,255268
255268,0,-1,255268
255268,0,-1,255268
255268,0,-1,255268
255268,0,-1,255268
255268,0,-1,254611
254611,0,-1,254611
254611,0,-1,254611
254611,0,-1,254611
254611,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254602
254602,0,-1,254593
254593,1,-10000,640
